"Target","Type","Variable","RDA1","RDA2"
"PairwiseFeedback","Site_score","Vo",0.0706990637171893,-0.456480836519452
"PairwiseFeedback","Site_score","Od",0.179707586034701,0.0762674938059855
"PairwiseFeedback","Site_score","Mg",-0.174150180700509,-0.118597526364521
"PairwiseFeedback","Site_score","Kn",0.0430890885597099,-0.136307946448868
"PairwiseFeedback","Site_score","Wd",0.287884083109246,-0.276497700035266
"PairwiseFeedback","Loading","BD<->EF",0.0207476231955639,-0.566312863449749
"PairwiseFeedback","Loading","BD<->NO3",-0.421000029575104,0.190370995728297
"PairwiseFeedback","Loading","BD<->PO4",0.291682476746352,0.0259121787396638
"PairwiseFeedback","Loading","NO3<->EF",-0.137275237095839,-0.0232819007542437
"PairwiseFeedback","Loading","PO4<->EF",0.35777835774246,0.226793158554212
"PairwiseFeedback","Environment_score","Biomass",-0.647165078745831,-0.188601305757489
"PairwiseFeedback","Environment_score","Depth",0.00496122933475366,0.130917658045195
"PairwiseFeedback","Environment_score","PO4",0.268879394128944,0.497688087818713
"PairwiseFeedback","Environment_score","Temp",-0.53546130347931,0.325129016331128
"TriangularFeedback","Site_score","Gv",-0.11027312559536,-0.0636052306333659
"TriangularFeedback","Site_score","Bw",-0.00431843091904734,-0.365054585841497
"TriangularFeedback","Site_score","Ks_3",0.337243544545769,-0.2111028822385
"TriangularFeedback","Site_score","Ks_9",-0.0149081532080392,0.196492491485931
"TriangularFeedback","Site_score","Me",-0.230518926268697,0.118339557936764
"TriangularFeedback","Site_score","Mo",-0.243588713525558,1.18562707592815
"TriangularFeedback","Site_score","Mu",-0.0551714909051799,-0.540712062851463
"TriangularFeedback","Site_score","Ng",-0.041474418940129,0.171534705725925
"TriangularFeedback","Site_score","Wc",-0.260527473837765,-0.0563682145930614
"TriangularFeedback","Site_score","Ft",0.112825301723212,0.882039679032285
"TriangularFeedback","Site_score","Sh",0.0345862299524316,-0.182585993750491
"TriangularFeedback","Site_score","Ib_a",0.409902470598794,0.104010193614243
"TriangularFeedback","Site_score","Ib_b",0.310155715052482,0.49587308371569
"TriangularFeedback","Site_score","Ib_c",0.233521026671105,-0.544679300854942
"TriangularFeedback","Site_score","Vo",-0.0595750679288246,0.106814878342149
"TriangularFeedback","Site_score","Od",-0.23777936358007,0.23827735791889
"TriangularFeedback","Site_score","Mg",0.218978317751001,-0.428680974930538
"TriangularFeedback","Site_score","Kn",0.00565902749355147,-0.477577459346455
"TriangularFeedback","Site_score","Wd",-0.404736469079676,-0.628642318659717
"TriangularFeedback","Loading","Type.I.N",0.224351788665686,-0.328523945894431
"TriangularFeedback","Loading","Type.II.N",0.347018295753611,0.416192101445621
"TriangularFeedback","Loading","Type.I.P",-0.201647404276437,-0.238976268016504
"TriangularFeedback","Loading","Type.II.P",-0.445177382268397,0.267107646826397
"TriangularFeedback","Environment_score","Biomass",0.650156304241138,-0.073191181895469
"TriangularFeedback","Environment_score","Depth",0.0209881318878308,-0.164533130397382
"TriangularFeedback","Environment_score","NO3",0.415276709452926,-0.180370706557699
"TriangularFeedback","Environment_score","Richness",0.386894339694231,-0.432044994693502
"TriangularFeedback","Environment_score","Temp",0.438447867793135,0.404002615914142
